id_pagamento,id_emprestimo,data_pagamento,valor_pago,forma_pagamento
1344,1151,2023-07-07,8869.09,Pix
1345,1403,2023-09-27,3133.74,TED
1346,482,2024-10-25,2077.47,TED
1347,2194,2025-03-14,235.68,TED
1348,336,2023-06-11,547.37,Boleto
1349,1252,2023-10-01,819.09,Pix
1350,561,2024-07-08,5503.82,DOC
1351,135,2024-09-18,313.84,DOC
1352,797,2024-08-11,1039.2,Boleto
1353,1935,2024-08-02,7421.59,DOC
1354,1227,2024-06-15,9676.85,TED
1355,1067,2025-03-22,981.44,Boleto
1356,301,2024-06-24,8196.51,Pix
1357,79,2024-06-22,7186.49,DOC
1358,364,2024-03-14,3729.93,Boleto
1359,2210,2024-07-31,8249.13,TED
1360,361,2023-07-15,7751.21,Boleto
1361,1717,2025-01-15,7806.46,Pix
1362,1528,2025-02-02,9195.43,TED
1363,113,2023-11-05,4432.39,DOC
1364,1631,2023-09-14,7655.06,TED
1365,55,2024-12-18,5608.22,TED
1366,2466,2023-06-19,8446.57,TED
1367,1031,2023-09-09,8794.37,Boleto
1368,645,2023-08-10,3354.67,Pix
1369,626,2025-05-24,239.84,TED
1370,2250,2025-02-21,9155.33,Pix
1371,322,2023-10-21,6098.06,TED
1372,1908,2023-10-17,9634.93,Boleto
1373,1574,2023-09-29,5378.21,DOC
1374,1102,2024-08-17,999.01,Boleto
1375,2096,2025-01-01,9469.52,DOC
1376,2083,2024-10-19,6658.29,DOC
1377,1775,2023-08-29,5058.55,Boleto
1378,1675,2023-08-03,7120.16,Boleto
1379,1193,2024-12-16,7645.59,Pix
1380,245,2024-03-24,5500.23,DOC
1381,1096,2025-04-08,8572.14,DOC
1382,2367,2023-10-19,2380.19,DOC
1383,1234,2025-03-24,8047.31,DOC
1384,2130,2025-03-10,2162.61,Boleto
1385,69,2024-03-27,9047.52,DOC
1386,1356,2024-05-01,5058.49,Boleto
1387,2322,2024-11-20,9483.26,Boleto
1388,673,2024-10-27,8416.29,Boleto
1389,2084,2024-10-01,4963.86,Pix
1390,516,2024-02-23,9674.03,DOC
1391,1732,2024-03-27,5701.24,TED
1392,1021,2024-05-18,2449.33,Pix
1393,1243,2025-01-06,6438.8,Boleto
1394,319,2023-10-01,3982.04,Boleto
1395,2084,2023-06-20,5271.24,DOC
1396,751,2023-11-16,8632.08,Pix
1397,423,2023-06-27,7095.01,DOC
1398,1728,2023-11-15,8547.75,TED
1399,229,2025-03-12,2054.63,TED
1400,2249,2024-12-06,5022.52,Pix
1401,52,2024-02-16,5760.87,TED
1402,39,2023-08-07,9808.69,Boleto
1403,506,2024-05-28,138.85,Boleto
1404,1413,2024-03-02,5200.98,DOC
1405,117,2024-12-30,4091.77,TED
1406,1754,2023-08-11,376.03,TED
1407,1261,2024-06-19,8197.64,Pix
1408,1735,2024-06-05,272.88,TED
1409,2031,2023-11-24,1536.6,DOC
1410,1919,2025-01-19,9059.95,Pix
1411,1143,2024-04-28,7075.65,TED
1412,1482,2025-05-08,9520.33,Pix
1413,516,2025-01-27,745.45,Pix
1414,79,2023-10-26,3180.82,Pix
1415,2127,2024-06-07,3735.1,Boleto
1416,789,2024-11-17,5870.0,TED
1417,1511,2025-01-17,7601.9,Pix
1418,76,2024-11-08,4779.2,TED
1419,2189,2023-12-05,7438.06,Boleto
1420,1246,2023-12-06,1471.32,Pix
1421,1945,2023-07-20,1463.01,Pix
1422,1575,2023-12-03,2243.38,Pix
1423,32,2024-09-01,1495.56,Pix
1424,526,2023-12-10,2690.67,Pix
1425,1302,2024-12-25,7781.86,DOC
1426,2385,2023-12-04,1168.02,Pix
1427,997,2025-01-11,7408.47,Pix
1428,1107,2023-07-06,8496.14,DOC
1429,1464,2025-04-06,5967.52,DOC
1430,1139,2024-08-19,8404.12,Pix
1431,2437,2023-12-04,2688.21,TED
1432,1553,2024-03-19,3457.95,DOC
1433,725,2024-09-03,2612.13,TED
1434,943,2023-10-15,8064.44,DOC
1435,413,2023-12-26,4448.4,Pix
1436,98,2024-10-07,8224.24,Boleto
1437,196,2024-07-10,1695.54,DOC
1438,1831,2025-03-21,5497.58,DOC
1439,1766,2025-01-24,7060.71,Boleto
1440,792,2024-04-01,449.43,TED
1441,2481,2024-10-04,6771.82,Boleto
1442,586,2023-10-19,3448.75,TED
1443,1092,2023-06-25,2159.97,Boleto
1444,774,2023-09-13,1440.6,Boleto
1445,1716,2024-10-06,9479.75,Boleto
1446,2042,2024-12-28,6043.64,Boleto
1447,484,2024-01-28,552.73,DOC
1448,681,2023-07-24,3033.27,Boleto
1449,1663,2025-05-12,6587.85,Pix
1450,2149,2024-11-10,3140.07,Boleto
1451,1061,2024-08-15,1479.45,Pix
1452,389,2025-02-14,8821.03,DOC
1453,326,2023-12-19,9396.7,TED
1454,1015,2023-06-06,7577.88,Pix
1455,637,2023-11-08,6815.18,Boleto
1456,160,2024-06-17,1089.46,TED
1457,1914,2025-04-07,8880.03,TED
1458,1215,2025-01-08,5588.12,DOC
1459,720,2024-07-02,7674.63,TED
1460,606,2024-09-14,6416.46,Boleto
1461,33,2024-06-09,9803.27,TED
1462,1127,2024-12-25,9718.08,Pix
1463,466,2024-05-15,6262.53,TED
1464,1890,2023-07-08,2636.02,Pix
1465,1457,2023-09-17,2782.79,Boleto
1466,2201,2024-12-07,8830.47,Pix
1467,1996,2024-10-19,3355.45,Boleto
1468,2157,2024-03-08,4037.13,DOC
1469,1194,2023-10-28,367.24,DOC
1470,74,2025-02-13,1170.17,TED
1471,2500,2024-02-24,4143.38,Boleto
1472,1635,2023-06-07,9846.07,Pix
1473,540,2024-04-29,4008.38,Boleto
1474,2086,2023-11-24,4015.79,TED
1475,1239,2023-09-28,8084.75,TED
1476,1271,2023-06-11,3441.23,DOC
1477,126,2023-07-20,1353.4,DOC
1478,2104,2024-05-26,2032.53,DOC
1479,1359,2024-08-24,7363.85,DOC
1480,19,2025-04-26,975.62,Pix
1481,1391,2025-03-01,6691.93,Boleto
1482,72,2024-03-24,6291.2,Boleto
1483,2256,2023-08-11,9206.85,DOC
1484,539,2024-07-08,6838.13,DOC
1485,1836,2024-01-30,6607.29,Pix
1486,601,2024-02-13,2616.34,DOC
1487,677,2024-11-08,5237.58,Boleto
1488,1927,2024-03-29,6619.56,Boleto
1489,1939,2023-08-06,1090.31,Pix
1490,1729,2024-07-10,675.24,Boleto
1491,2421,2024-04-20,9868.08,DOC
1492,1117,2024-12-09,4100.17,DOC
1493,540,2025-05-21,1162.4,Boleto
1494,2496,2024-07-17,3128.35,Boleto
1495,188,2024-07-09,1738.04,TED
1496,1872,2023-09-15,2746.3,DOC
1497,1701,2024-06-09,7581.56,DOC
1498,2338,2024-04-20,8096.63,TED
1499,2434,2023-09-23,5516.44,Boleto
1500,1411,2024-04-09,3675.39,TED
1501,812,2024-03-11,5943.12,TED
1502,2439,2024-05-24,8841.62,Boleto
1503,2055,2023-05-31,431.72,Boleto
1504,1561,2024-12-31,670.48,DOC
1505,939,2025-05-06,7647.89,Boleto
1506,770,2024-10-06,139.17,TED
1507,1479,2025-02-07,7733.87,TED
1508,861,2023-11-03,8118.58,Boleto
1509,1494,2024-12-07,9328.13,Pix
1510,2459,2023-06-11,6123.78,DOC
1511,1392,2025-04-08,181.43,Boleto
1512,2304,2024-01-31,5518.04,Pix
1513,681,2024-07-15,481.84,Pix
1514,292,2023-09-24,2936.84,Boleto
1515,1269,2023-12-09,6801.03,DOC
1516,981,2025-01-28,5205.32,Pix
1517,400,2024-10-05,299.6,TED
1518,844,2024-04-14,9582.35,Pix
1519,586,2024-11-19,8446.49,DOC
1520,2301,2024-06-14,8065.03,TED
1521,245,2024-08-08,2426.25,TED
1522,2448,2024-05-09,5767.91,Pix
1523,1110,2023-12-12,487.51,TED
1524,2334,2023-07-29,194.07,Boleto
1525,335,2023-08-27,3286.19,DOC
1526,1444,2024-03-11,8995.29,DOC
1527,1084,2023-09-24,9291.61,Boleto
1528,1876,2025-05-14,8999.78,TED
1529,1104,2024-10-17,4049.52,TED
1530,2220,2024-08-15,4556.52,Pix
1531,2338,2024-03-31,7654.69,Pix
1532,724,2024-08-14,2904.55,TED
1533,131,2025-02-05,5826.42,Pix
1534,2352,2025-04-17,9985.96,DOC
1535,512,2024-02-10,2684.67,Boleto
1536,1535,2025-01-16,6385.98,DOC
1537,1000,2024-11-05,7739.4,TED
1538,1065,2024-04-18,6293.83,DOC
1539,1909,2024-06-09,8920.06,DOC
1540,369,2024-03-10,9338.34,Boleto
1541,1132,2024-02-09,6138.63,TED
1542,1271,2023-07-20,6739.86,DOC
1543,631,2023-07-17,8917.88,Pix
1544,549,2023-12-29,5068.74,Pix
1545,501,2024-04-29,9175.59,Pix
1546,1798,2023-10-30,7683.6,DOC
1547,2339,2025-02-19,266.36,DOC
1548,89,2024-11-11,7145.88,Boleto
1549,939,2024-04-26,6350.5,Boleto
1550,2083,2024-12-22,7980.86,Boleto
1551,118,2025-02-12,7421.19,TED
1552,625,2023-10-16,7725.28,TED
1553,2345,2024-10-31,1752.48,TED
1554,2141,2023-09-03,7065.97,TED
1555,2150,2023-12-15,4573.5,Pix
1556,2198,2023-08-06,1508.58,DOC
1557,1151,2024-09-01,5236.29,DOC
1558,1723,2024-02-29,9373.27,Pix
1559,2100,2024-07-10,4143.6,Pix
1560,1114,2024-09-09,359.39,Boleto
1561,1056,2024-12-13,2520.39,TED
1562,1639,2023-07-14,2401.23,Pix
1563,1350,2024-06-20,3576.24,Boleto
1564,2166,2025-01-31,5072.85,Boleto
1565,2221,2024-03-18,5811.49,TED
1566,405,2023-09-11,5590.76,Boleto
1567,687,2023-11-02,101.05,Pix
1568,598,2024-09-15,953.71,Pix
1569,853,2025-02-07,3015.56,TED
1570,2038,2024-07-08,1696.48,Pix
1571,1199,2023-08-29,9693.55,TED
1572,602,2023-07-19,7525.17,Boleto
1573,1146,2024-03-06,3350.06,DOC
1574,2475,2024-10-19,6698.38,Pix
1575,827,2024-05-02,624.44,Pix
1576,2054,2023-09-23,6036.03,TED
1577,201,2024-12-17,5554.14,TED
1578,2390,2024-05-27,2368.87,TED
1579,772,2024-03-06,8996.19,Boleto
1580,745,2025-02-04,9084.79,TED
1581,1828,2024-05-14,3017.84,DOC
1582,1215,2024-09-05,3001.85,Pix
1583,2160,2023-07-02,1352.38,DOC
1584,2041,2023-10-17,8147.77,Pix
1585,1773,2023-09-26,8562.1,DOC
1586,2250,2024-05-17,130.93,Pix
1587,1595,2024-02-08,5156.07,TED
1588,488,2023-10-08,6305.03,DOC
1589,946,2024-10-05,9270.07,Pix
1590,712,2024-01-23,4563.95,Boleto
1591,692,2024-07-31,6750.23,TED
1592,125,2024-03-30,5651.54,TED
1593,372,2024-05-20,4892.32,DOC
1594,1543,2023-09-03,6497.46,TED
1595,1408,2023-06-10,6012.62,Boleto
1596,2456,2024-06-24,6700.25,TED
1597,2214,2024-04-06,714.91,DOC
1598,191,2025-02-05,6336.11,Pix
1599,70,2024-10-03,1007.48,DOC
1600,226,2023-08-17,5309.37,Pix
1601,1283,2024-10-05,8885.67,TED
1602,1296,2025-03-16,2207.48,DOC
1603,968,2024-01-19,1438.51,Boleto
1604,557,2024-07-26,8372.56,TED
1605,2307,2024-05-04,8918.88,Boleto
1606,2473,2024-10-25,8146.42,DOC
1607,971,2024-06-29,306.62,Pix
1608,1976,2024-02-21,6027.43,Pix
1609,2018,2024-04-12,7093.06,Boleto
1610,1061,2025-01-27,3636.1,Pix
1611,1341,2024-12-19,9487.21,Boleto
1612,687,2024-05-04,6792.58,Pix
1613,2172,2024-11-09,213.52,DOC
1614,2394,2023-08-25,8509.14,Pix
1615,1129,2024-09-25,9370.32,DOC
1616,1739,2024-06-20,6528.01,DOC
1617,1918,2024-06-07,9989.84,Pix
1618,2266,2024-03-06,1224.06,Boleto
1619,1972,2023-10-04,6493.28,Boleto
1620,70,2024-11-24,591.1,Pix
1621,440,2024-04-25,4844.78,Pix
1622,1225,2023-12-28,2187.69,Pix
1623,1528,2023-11-01,8030.97,TED
1624,45,2024-03-23,549.7,TED
1625,666,2024-05-29,8328.01,TED
1626,2075,2023-06-22,3196.67,Pix
1627,719,2023-11-06,2388.18,TED
1628,1791,2025-03-25,1380.5,Boleto
1629,333,2024-03-01,7764.75,Pix
1630,1783,2024-05-27,1172.56,TED
1631,615,2023-06-24,4770.76,Boleto
1632,1478,2023-06-09,6882.01,DOC
1633,591,2023-12-23,8844.59,TED
1634,1569,2024-11-02,9853.9,Pix
1635,371,2023-08-15,7902.52,TED
1636,460,2025-03-12,2062.78,TED
1637,131,2024-08-27,7504.5,DOC
1638,319,2024-09-24,1189.07,TED
1639,582,2023-11-04,654.56,Boleto
1640,659,2024-03-16,3622.75,DOC
1641,2158,2023-07-11,4744.75,Pix
1642,1515,2025-02-16,1443.0,Boleto
1643,613,2024-12-05,9207.43,Boleto
1644,178,2024-01-03,1102.96,Pix
1645,422,2023-06-09,157.34,Pix
1646,1506,2024-05-18,2259.82,TED
1647,304,2024-12-29,1137.78,Pix
1648,406,2023-07-25,2171.42,Boleto
1649,1626,2023-12-30,1348.41,DOC
1650,98,2025-05-09,4182.61,DOC
1651,410,2024-09-18,1551.37,DOC
1652,1001,2024-06-29,4763.7,TED
1653,2095,2024-03-09,6684.75,Boleto
1654,607,2024-01-18,3386.95,DOC
1655,1936,2025-01-02,9903.99,TED
1656,1164,2023-11-28,1853.82,Pix
1657,2068,2024-06-30,6659.07,TED
1658,2071,2024-12-15,645.12,Boleto
1659,1895,2024-07-18,1425.92,Boleto
1660,639,2025-05-24,2178.2,TED
1661,2484,2025-04-14,6016.24,TED
1662,1156,2024-04-23,8076.86,DOC
1663,1686,2024-10-17,3273.25,DOC
1664,734,2025-01-24,8358.7,Pix
1665,1320,2024-08-03,1352.8,DOC
1666,1554,2024-10-24,5834.31,DOC
1667,1129,2024-04-27,3986.78,TED
1668,1391,2025-04-19,9409.97,Boleto
1669,2323,2024-05-20,6061.59,DOC
1670,876,2023-06-25,1690.26,DOC
1671,579,2024-11-06,4344.88,Boleto
1672,1977,2024-01-03,9530.95,Boleto
1673,216,2023-07-06,1748.47,Pix
1674,1108,2023-11-24,1111.33,TED
1675,233,2023-11-17,5731.48,Boleto
1676,1465,2024-05-26,1342.09,TED
1677,1143,2023-11-27,5195.52,Pix
1678,2214,2023-12-24,6535.3,Boleto
1679,2305,2024-07-23,8674.87,TED
1680,541,2025-03-21,312.17,Pix
1681,2489,2024-03-26,6205.43,Boleto
1682,429,2024-09-18,5779.86,Boleto
1683,338,2025-03-04,9508.92,Boleto
1684,2338,2024-01-13,175.93,DOC
1685,649,2023-07-13,3674.0,DOC
1686,78,2024-10-05,3548.13,Pix
1687,709,2024-04-10,9501.46,Boleto
1688,11,2024-08-12,3148.72,Pix
1689,320,2024-01-24,530.86,Boleto
1690,2102,2024-05-05,6789.17,Boleto
1691,338,2024-01-15,1289.49,Boleto
1692,1256,2024-06-14,3955.3,DOC
1693,393,2025-02-17,5483.5,DOC
1694,823,2024-06-24,4537.59,DOC
1695,1765,2023-09-04,9984.91,Pix
1696,2239,2024-10-18,9459.08,TED
1697,1925,2023-12-06,5106.69,Boleto
1698,2152,2025-05-27,8278.3,Pix
1699,2004,2024-06-24,380.66,TED
1700,98,2025-04-17,5767.84,TED
1701,808,2025-03-08,6358.44,Boleto
1702,169,2024-09-18,1856.53,Boleto
1703,1204,2024-10-25,8387.18,TED
1704,623,2024-07-27,4881.52,DOC
1705,891,2025-02-07,4658.6,Pix
1706,1659,2023-07-05,2643.85,Pix
1707,817,2023-06-14,3017.07,Pix
1708,1854,2025-01-24,4438.04,Pix
1709,1690,2024-07-11,3609.4,TED
1710,245,2025-03-21,2931.97,DOC
1711,1162,2025-02-24,4808.02,Boleto
1712,1571,2025-03-28,5234.13,TED
1713,2029,2024-03-17,2802.2,Boleto
1714,580,2023-06-15,3563.56,Boleto
1715,540,2025-01-25,5541.34,Boleto
1716,176,2024-09-08,468.41,TED
1717,910,2023-08-01,6785.45,TED
1718,1197,2025-05-22,800.04,Pix
1719,2451,2025-02-14,8735.76,DOC
1720,2094,2024-08-29,126.98,Pix
1721,2158,2023-07-24,3086.5,DOC
1722,1989,2024-07-08,9808.16,Boleto
1723,1488,2025-05-26,8867.74,TED
1724,442,2023-12-27,7706.82,TED
1725,1822,2024-11-28,3110.27,DOC
1726,514,2024-01-20,6065.47,DOC
1727,2494,2023-07-21,3764.3,TED
1728,1960,2024-05-13,2388.88,Pix
1729,1889,2023-06-26,1709.31,TED
1730,1484,2023-12-07,1354.76,TED
1731,2018,2023-11-19,8556.06,TED
1732,2079,2025-02-05,4885.19,TED
1733,132,2024-12-27,3485.84,Boleto
1734,1200,2024-03-26,8374.7,Pix
1735,1128,2024-07-01,1629.72,DOC
1736,871,2024-09-26,3406.05,Pix
1737,2036,2025-05-25,9125.11,Boleto
1738,481,2024-08-13,8207.72,TED
1739,1161,2024-08-15,8638.9,TED
1740,1076,2024-12-06,9897.47,Pix
1741,120,2023-11-25,8339.42,Boleto
1742,2498,2024-08-15,5750.64,TED
1743,728,2023-10-26,7791.66,TED
1744,554,2024-10-21,4439.39,Pix
1745,2185,2023-08-10,1383.96,DOC
1746,1922,2025-04-09,4043.57,Pix
1747,1740,2023-12-20,5157.54,DOC
1748,949,2024-06-02,9818.46,Boleto
1749,907,2025-03-30,1068.92,Boleto
1750,269,2025-02-18,9060.53,Pix
1751,1510,2024-07-15,3170.13,TED
1752,1808,2024-02-09,2220.39,DOC
1753,624,2024-10-04,6698.71,TED
1754,741,2023-08-24,5069.13,DOC
1755,1650,2023-10-23,130.9,Pix
1756,1335,2024-04-02,6005.31,Pix
1757,705,2024-02-26,7664.07,Pix
1758,586,2024-04-06,6848.7,Pix
1759,1874,2024-12-05,8026.34,DOC
1760,393,2024-04-15,8936.87,Boleto
1761,301,2024-03-05,5577.96,TED
1762,1851,2025-03-09,5459.34,Pix
1763,2180,2024-04-28,2099.62,Pix
1764,104,2024-08-09,8507.2,Boleto
1765,1531,2023-07-04,3188.98,Pix
1766,1627,2023-11-14,4447.13,TED
1767,254,2024-12-01,6805.87,Boleto
1768,2125,2024-05-22,2116.83,Pix
1769,346,2024-07-18,1018.12,Pix
1770,1706,2023-10-23,3731.57,TED
1771,1239,2025-04-07,5960.55,TED
1772,1704,2023-11-17,2300.49,Boleto
1773,681,2023-06-06,3624.97,Boleto
1774,1782,2025-02-12,9972.43,Pix
1775,1747,2024-11-29,1007.75,Boleto
1776,2392,2023-09-22,2779.92,Pix
1777,1931,2024-06-13,8990.72,DOC
1778,10,2025-03-10,9240.6,DOC
1779,2210,2023-08-20,9928.93,DOC
1780,1530,2024-02-05,2264.52,Pix
1781,1166,2024-08-22,5456.21,Pix
1782,498,2023-06-13,974.33,Pix
1783,1734,2024-07-03,8646.37,DOC
1784,257,2024-12-30,9002.84,TED
1785,136,2024-06-06,4994.34,TED
1786,4,2025-05-29,325.23,DOC
1787,1796,2023-09-24,2823.81,DOC
1788,1888,2025-02-23,1993.13,TED
1789,495,2024-08-10,3661.97,DOC
1790,2064,2025-03-19,1527.89,DOC
1791,1319,2023-12-17,1218.52,DOC
1792,1332,2024-04-13,2120.47,Boleto
1793,2238,2024-09-07,2070.66,TED
1794,1733,2024-10-08,2865.39,Boleto
1795,785,2025-04-01,9731.33,Boleto
1796,1048,2024-10-26,1412.64,TED
1797,771,2023-06-27,3617.49,DOC
1798,1623,2023-09-29,1178.81,Pix
1799,876,2025-04-27,2153.12,DOC
1800,1898,2023-08-23,1909.43,TED
1801,16,2025-03-21,8229.59,Boleto
1802,1537,2023-08-10,221.69,Boleto
1803,2295,2023-12-02,7860.25,Pix
1804,2415,2023-05-31,3240.28,Pix
1805,1341,2024-11-01,3238.97,Boleto
1806,769,2025-03-06,3047.46,TED
1807,594,2025-04-16,7281.63,DOC
1808,1339,2023-11-25,1182.38,DOC
1809,1273,2025-04-04,8634.68,DOC
1810,2397,2024-04-02,9007.31,TED
1811,2089,2025-02-18,5402.71,Pix
1812,1299,2024-07-19,5721.46,Pix
1813,2073,2023-07-25,7630.12,Pix
1814,1886,2024-08-10,3604.77,Pix
1815,26,2024-12-05,8130.91,Boleto
1816,191,2023-06-11,9428.61,TED
1817,2020,2024-10-25,1603.56,DOC
1818,1094,2024-06-24,6679.53,Boleto
1819,2426,2024-09-09,9620.89,DOC
1820,1898,2023-12-08,8748.65,Boleto
1821,572,2023-06-07,4446.46,TED
1822,923,2024-10-21,2687.13,Pix
1823,1624,2024-06-26,7319.7,Pix
1824,131,2023-09-21,475.41,TED
1825,686,2024-07-22,6154.53,DOC
1826,2083,2023-06-21,9597.49,TED
1827,561,2025-01-03,2413.18,TED
1828,777,2025-05-02,6356.16,Boleto
1829,1669,2024-06-09,1300.76,Pix
1830,411,2025-03-25,7913.96,Pix
1831,845,2024-10-16,3439.12,Pix
1832,109,2025-01-09,9551.25,DOC
1833,1159,2024-06-06,3080.72,TED
1834,1394,2024-10-22,4329.32,DOC
1835,106,2024-03-08,536.83,DOC
1836,1137,2023-07-24,8515.03,DOC
1837,2333,2023-07-05,6142.5,Pix
1838,2246,2024-08-19,2866.22,Boleto
1839,2192,2024-05-07,438.32,Pix
1840,117,2024-01-15,5155.99,Boleto
1841,2249,2024-11-09,5459.53,Boleto
1842,1102,2024-05-05,9204.42,Boleto
1843,1910,2023-08-19,6400.44,Pix
1844,1781,2023-11-13,5331.02,Pix
1845,437,2024-12-26,6374.06,DOC
1846,1414,2024-02-20,3073.82,DOC
1847,1206,2025-02-20,1708.51,DOC
1848,1679,2023-11-15,9543.99,TED
1849,329,2024-04-19,3902.72,Pix
1850,200,2023-11-06,4944.4,DOC
1851,757,2023-06-24,9143.95,TED
1852,1376,2023-10-16,4120.73,Pix
1853,654,2024-11-10,7496.27,Boleto
1854,1036,2023-10-09,1048.77,DOC
1855,1541,2024-05-06,5171.77,Boleto
1856,840,2025-01-13,4306.2,DOC
1857,680,2024-10-18,3259.79,Pix
1858,540,2023-07-12,3364.35,Boleto
1859,1514,2025-05-24,9855.63,Pix
1860,377,2023-07-24,4444.88,Boleto
1861,911,2025-03-20,4820.19,TED
1862,1324,2024-01-09,2678.95,TED
1863,1458,2024-12-26,5690.31,DOC
1864,1739,2023-09-30,6709.73,DOC
1865,1748,2024-01-18,6244.83,DOC
1866,894,2024-10-16,7746.17,Pix
1867,1825,2024-11-29,7727.41,DOC
1868,702,2025-04-05,9274.53,Pix
1869,126,2025-05-10,3935.67,TED
1870,2083,2024-10-24,1162.47,TED
1871,2293,2023-12-24,216.67,Boleto
1872,884,2023-06-03,7237.43,Boleto
1873,1637,2025-05-22,4912.64,Boleto
1874,384,2024-07-21,8915.75,Boleto
1875,977,2025-03-21,3945.85,Pix
1876,1094,2024-02-11,5205.51,TED
1877,2336,2024-06-12,2746.02,Boleto
1878,2156,2024-06-24,2700.04,TED
1879,12,2024-01-08,2674.32,Boleto
1880,2121,2024-07-23,1868.05,TED
1881,2086,2024-03-05,8170.47,Boleto
1882,838,2023-08-19,532.52,TED
1883,1635,2024-04-13,2098.82,Pix
1884,1139,2024-01-30,5130.24,DOC
1885,1379,2024-12-21,7791.58,DOC
1886,1205,2023-10-10,2516.15,Pix
1887,1970,2023-09-08,3282.86,DOC
1888,1917,2023-12-12,6820.14,Pix
1889,565,2023-11-06,1154.37,Pix
1890,2299,2024-10-30,8321.44,Boleto
1891,198,2025-04-11,9355.16,Pix
1892,712,2023-12-17,2420.33,DOC
1893,1415,2024-09-07,8286.29,Boleto
1894,605,2023-06-01,8176.3,TED
1895,289,2023-10-01,4162.39,Pix
1896,2025,2024-12-21,1320.69,DOC
1897,631,2024-08-16,7663.13,Boleto
1898,1814,2023-06-02,8019.01,TED
1899,1637,2023-11-08,5781.13,DOC
1900,1469,2024-10-25,4355.06,Pix
1901,1,2025-03-04,4064.16,Pix
1902,568,2024-04-21,8518.71,Boleto
1903,2318,2025-05-11,6401.07,Pix
1904,742,2024-10-25,5920.43,TED
1905,1373,2025-02-05,6378.22,Boleto
1906,755,2024-10-26,8826.16,Boleto
1907,2359,2024-12-15,7721.91,DOC
1908,489,2024-02-18,8887.29,Pix
1909,467,2024-10-08,6203.84,Pix
1910,1467,2024-09-16,6458.71,Pix
1911,212,2025-03-25,8678.42,Boleto
1912,2143,2023-08-12,6733.5,TED
1913,69,2023-11-04,9596.43,Pix
1914,393,2025-01-08,9848.1,Boleto
1915,1922,2024-07-10,506.85,TED
1916,1560,2024-07-08,4220.74,Boleto
1917,2143,2024-04-25,1630.5,Pix
1918,330,2024-02-29,9598.78,TED
1919,675,2024-07-10,2127.26,Pix
1920,1100,2023-10-31,3545.16,DOC
1921,493,2023-12-08,1031.11,TED
1922,1233,2023-07-07,5432.99,TED
1923,2098,2024-04-28,5056.58,DOC
1924,440,2025-03-24,5857.89,Pix
1925,2042,2024-07-15,9542.26,TED
1926,1834,2024-05-26,6312.37,Pix
1927,885,2024-02-14,411.33,Boleto
1928,821,2025-02-24,4899.45,Pix
1929,1288,2024-10-09,2530.73,TED
1930,1130,2024-12-28,978.92,Pix
1931,574,2024-07-26,2471.45,Pix
1932,1950,2025-02-22,7946.12,DOC
1933,1932,2024-06-28,8280.17,DOC
1934,1923,2025-01-23,6503.42,Boleto
1935,615,2024-07-10,2313.86,DOC
1936,355,2024-09-16,1995.12,Pix
1937,1351,2025-04-19,2567.49,Boleto
1938,1672,2023-10-07,5060.43,Boleto
1939,607,2023-08-06,7922.99,TED
1940,397,2025-03-29,9907.96,Boleto
1941,844,2025-01-10,6326.52,TED
1942,1200,2023-09-16,7174.78,Pix
1943,2197,2025-02-12,3111.18,Pix
1944,390,2024-01-06,5748.38,Pix
1945,2314,2024-01-10,7580.93,TED
1946,1167,2025-01-20,9756.03,Boleto
1947,656,2024-04-03,5163.9,DOC
1948,615,2024-04-19,5656.03,Pix
1949,2145,2023-08-10,7308.53,Pix
1950,595,2024-05-17,3575.31,Pix
1951,2436,2025-02-13,8748.99,Boleto
1952,1702,2024-01-04,2132.11,Pix
1953,1695,2024-11-01,7274.17,Boleto
1954,383,2024-01-07,7327.22,TED
1955,1977,2023-07-21,9085.46,DOC
1956,831,2024-01-21,7509.95,Pix
1957,375,2024-07-23,5509.67,DOC
1958,561,2024-02-23,5583.12,TED
1959,613,2024-01-06,3355.43,DOC
1960,1238,2024-02-22,7982.05,Pix
1961,2030,2025-03-11,269.76,TED
1962,583,2025-05-04,5770.82,Boleto
1963,648,2024-02-03,7216.66,Boleto
1964,1336,2023-11-16,8510.51,DOC
1965,1681,2025-02-03,1365.33,DOC
1966,1333,2023-09-10,9597.92,Pix
1967,1568,2024-02-20,2525.15,Boleto
1968,2123,2024-01-14,9161.36,Pix
1969,1584,2023-08-05,5763.29,Boleto
1970,421,2024-06-08,9312.9,DOC
1971,2013,2024-12-07,3611.36,DOC
1972,1817,2024-09-15,2027.93,TED
1973,706,2023-09-20,1555.62,DOC
1974,1621,2024-05-29,1944.13,Pix
1975,2090,2024-10-18,3003.9,TED
1976,797,2024-09-10,1039.53,Boleto
1977,711,2024-07-07,6288.19,DOC
1978,5,2024-09-27,2613.42,Pix
1979,2498,2025-05-30,3725.15,Pix
1980,1452,2025-01-17,2005.86,TED
1981,309,2024-01-28,220.67,TED
1982,217,2023-07-05,8744.57,Pix
1983,1542,2024-05-06,5276.19,Boleto
1984,2102,2025-03-13,7171.4,DOC
1985,39,2023-09-04,5146.52,Pix
1986,469,2023-10-11,8550.69,Pix
1987,1923,2025-05-07,6318.11,Boleto
1988,270,2023-07-18,4731.24,DOC
1989,398,2024-03-03,9928.75,TED
1990,534,2024-08-25,2077.81,Boleto
1991,1463,2024-12-12,6925.58,Boleto
1992,438,2023-08-20,7925.44,Pix
